time,low,high,open,close,volume
1488348000,1191.01,1199.98,1199.66,1195.2,543.31755598
1488355200,1192.99,1198.99,1195.2,1197.46,256.01364093
1488362400,1195.48,1202.1,1197.49,1201.85,404.99014266
1488369600,1201.91,1225,1202.07,1224.99,956.03576951
1488376800,1218,1230,1224.99,1219.97,1308.42558209
1488384000,1218.94,1226,1219.98,1225.64,1051.27324104
1488391200,1217.77,1228.44,1225.98,1227.32,818.20389053
1488398400,1220.16,1227.5,1227.3,1226.49,730.99927498
1488405600,1225.27,1230,1226.14,1230,722.16737057
1488412800,1227.29,1234,1230,1232.65,831.63973824
1488420000,1225.05,1233.1,1232.66,1225.17,655.58409024
1488427200,1220,1227.96,1225.59,1224.85,588.22053437
1488434400,1222.68,1228.25,1224.85,1228.22,332.88220294
1488441600,1226.46,1232.5,1228.16,1232.5,370.91684557
1488448800,1228.35,1233.1,1232.28,1233.09,391.01012872
1488456000,1230.29,1239,1233.1,1238.97,545.6413321
1488463200,1237.01,1260.68,1238.97,1260.09,1042.44583307
1488470400,1255.84,1298.61,1260.08,1295,1581.7324664
1488477600,1265,1298.04,1295.31,1275.12,515.31341777
1488484800,1237.57,1288.99,1277.38,1267.02,1305.86265816
1488492000,1255.4,1271.97,1266.13,1269.17,779.01410354
1488499200,1268.02,1279.5,1269.17,1277.02,680.97417503
1488506400,1270.69,1279.96,1276.76,1279.96,772.37233801
1488513600,1265,1279.99,1279.81,1269.36,612.88159221
1488520800,1255.61,1275.5,1269.36,1271.3,1049.09674101
1488528000,1270,1282.98,1271.35,1282.98,667.96605283
1488535200,1277.17,1290.71,1282.98,1290,471.9693666
1488542400,1268.38,1294.99,1289.71,1284.42,865.44565704
1488549600,1275.44,1286.99,1284.28,1280.3,576.79117358
1488556800,1270.14,1281.99,1280.34,1277.85,737.98459917
1488564000,1270.01,1277.86,1277.86,1275.66,587.22226339
1488571200,1275.35,1283.84,1275.46,1283.01,639.03963783
1488578400,1280,1294.97,1283.76,1292.86,628.88461339
1488585600,1285,1294.06,1293.06,1289.47,383.43915388
1488592800,1284.01,1294.48,1289.46,1290.5,532.08748167
1488600000,1287.28,1294.48,1290,1293.01,386.64594672
1488607200,1288.21,1294.07,1293,1290.01,303.04541326
1488614400,1286.34,1293.79,1291.49,1292.18,280.39267863
1488621600,1287.45,1293.75,1292.19,1289.12,203.36633186
1488628800,1277.11,1291.8,1289.11,1287,452.84264271
1488636000,1263.23,1288.01,1286.56,1268.42,885.16414313
1488643200,1226.41,1270.99,1268.9,1260,1506.66886678
1488650400,1259.99,1273,1260,1271.39,552.25151825
1488657600,1264,1271.87,1270.65,1268.12,422.46714291
1488664800,1265.95,1274.99,1268.08,1273.97,476.65958653
1488672000,1264.48,1273.95,1273.94,1270.1,356.17490348
1488679200,1266,1273,1270.1,1266.62,284.48901159
1488686400,1260.52,1269.97,1266.61,1265.5,266.07218892
1488693600,1247.11,1265.96,1265.5,1251.09,352.23232782
1488700800,1249.28,1257.83,1251.1,1254.99,511.17900903
1488708000,1252.79,1260.41,1255,1259.58,157.23175519
1488715200,1258.82,1266,1259.68,1262.39,157.58328814
1488722400,1262.39,1271.19,1262.39,1270.96,324.41589404
1488729600,1269.47,1275,1270.98,1274.71,371.77151336
1488736800,1268.26,1275,1274.98,1274.57,383.66371482
1488744000,1271,1278.97,1274.58,1277.75,492.81476563
1488751200,1274.4,1278.99,1277.4,1278.98,338.90549563
1488758400,1278.5,1284.99,1278.63,1284.98,315.69968455
1488765600,1268.78,1285,1284.98,1270.48,537.88170794
1488772800,1269.18,1281,1270.47,1278.11,297.15468897
1488780000,1277.09,1282.33,1278.01,1281.94,225.57262767
1488787200,1281.51,1283.99,1281.88,1282.98,142.63623877
1488794400,1281.85,1284,1282.92,1282.03,185.21323757
1488801600,1276,1288,1281.93,1282.31,347.03395933
1488808800,1280.22,1284.98,1280.88,1284.92,341.52135213
1488816000,1275.6,1285.5,1284.81,1281,520.31215321
1488823200,1277.36,1284,1281,1281.89,492.01338608
1488830400,1276.73,1282.7,1281.9,1279.14,894.08075631
1488837600,1278,1285,1279.13,1284.99,464.45351902
1488844800,1280.78,1285,1284.99,1284.65,547.23823143
1488852000,1283.52,1288,1284.59,1286.41,423.09154555
1488859200,1270.08,1286.52,1286.42,1279.49,797.78271156
1488866400,1273.23,1282.25,1279.26,1278.99,322.56052545
1488873600,1258.93,1280.98,1279,1264.12,492.0798471
1488880800,1050,1264.15,1264.12,1214.76,2541.8603523
1488888000,1199.05,1250.5,1212.29,1250.5,1199.05569445
1488895200,1225.43,1250.5,1250.49,1232.09,983.17413545
1488902400,1230.01,1259.99,1232.09,1256.92,800.89796428
1488909600,1225.99,1256.36,1256.33,1252.35,1068.64857027
1488916800,1237.07,1252.35,1252.29,1248.36,837.04203543
1488924000,1230,1249,1248.36,1237.36,797.70319009
1488931200,1234.13,1246,1237.36,1243.67,588.83696222
1488938400,1207.01,1246,1242.76,1207.72,938.65917846
1488945600,1155,1219.26,1207.72,1180.82,3412.37548906
1488952800,1167.5,1189.35,1181.34,1185.39,1128.19869995
1488960000,1177.64,1213,1185.48,1212.54,554.03785167
1488967200,1204,1225.7,1212.26,1204.9,457.5223706
1488974400,1192.76,1215.12,1204.9,1196.89,436.40440565
1488981600,1171,1206.39,1198.27,1181.98,1151.36689942
1488988800,1166,1197.51,1181.68,1188.95,1222.08076636
1488996000,1176.19,1195,1188.94,1177.85,618.31165068
1489003200,1155,1177.85,1177.85,1164.87,1383.27925513
1489010400,1128,1169.74,1165.49,1150.22,1114.66135975
1489017600,1131.11,1156.46,1150.22,1145.99,876.07642781
1489024800,1144.01,1168.15,1145.99,1157.02,785.23162756
1489032000,1149.74,1164.79,1157.01,1160,459.8698646
1489039200,1159.95,1174.99,1160,1174.99,522.5519129
1489046400,1173.25,1190,1174.98,1180.43,397.83594319
1489053600,1162.33,1179.52,1179.07,1170.97,320.63686148
1489060800,1171.1,1184.5,1171.1,1176.53,492.79837609
1489068000,1175.59,1196.99,1176.55,1190.1,844.43139964
1489075200,1165.21,1214.95,1192.22,1202.52,1838.20284486
1489082400,1198.3,1205.5,1203.38,1204.68,645.88328911
1489089600,1194.94,1208.88,1204.55,1207.07,585.70929724
1489096800,1190.97,1209.66,1207.06,1197.3,755.23498884
1489104000,1193,1207.1,1197.3,1207,718.79097218
1489111200,1202.92,1208.99,1207,1205.83,519.96456448
1489118400,1201.68,1207.87,1205.17,1204.94,465.75521585
1489125600,1190.06,1207.99,1204.94,1196.88,682.75303452
1489132800,1195.04,1207.88,1195.36,1202,353.10350262
1489140000,1197.17,1209.55,1202,1205.15,475.34729995
1489147200,1190,1360,1205.15,1274.99,4140.46931463
1489154400,1224.32,1295,1274.99,1239.03,2431.62280969
1489161600,1232,1266.36,1243.49,1261.5,1785.88978355
1489168800,1110,1278,1261.49,1272.14,2194.09278208
1489176000,956.85,1294.99,1272.99,1104.25,7128.33501861
1489183200,1060.5,1125.35,1104.12,1109.01,4800.72215882
1489190400,1107,1155.14,1111.92,1153.59,2278.9878083
1489197600,1131.7,1168.99,1153.58,1150.99,1291.64261368
1489204800,1150.99,1169.98,1150.99,1167.5,996.21451771
1489212000,1162.8,1199,1167.49,1196.86,650.27823211
1489219200,1181.97,1219,1196.85,1198.12,862.34645278
1489226400,1185.5,1204.67,1196.88,1198.25,297.95233074
1489233600,1196.31,1217.45,1198,1210.38,512.49278766
1489240800,1189.95,1213.43,1210.38,1195.99,757.65251482
1489248000,1189,1195.99,1195.99,1190.87,634.42357174
1489255200,1175.01,1194.02,1190.88,1179.22,831.33375405
1489262400,1167.32,1179.98,1178.97,1178.41,679.21525062
1489269600,1177.05,1188.11,1178.33,1188.11,488.69831533
1489276800,1150,1194.06,1188.11,1188.28,1006.4537956
1489284000,1176.01,1190,1188.25,1186,398.83524198
1489291200,1180.86,1193.45,1186,1181.64,299.66489464
1489298400,1180.84,1190.97,1181.59,1189.94,308.96706353
1489305600,1184.21,1192,1189.93,1192,241.76310547
1489312800,1184.44,1192,1192,1190.17,191.80678265
1489320000,1187.95,1198.98,1190.17,1192.11,301.07629002
1489327200,1189.99,1223.16,1191.26,1218.16,1088.41007873
1489334400,1218.09,1237.99,1219.07,1237.74,1125.65046356
1489341600,1227.14,1244,1237.74,1239.44,968.50627045
1489348800,1229,1240,1239.03,1240,395.31401405
1489356000,1235.25,1243.75,1240,1235.58,402.70333483
1489363200,1231.12,1240,1235.27,1232.88,708.79726984
1489370400,1227.03,1245,1232.77,1239.47,739.26689892
1489377600,1206,1249,1239.47,1232.62,1292.17840729
1489384800,1215.44,1234.3,1232.6,1223.5,815.92519524
1489392000,1220,1234.1,1222.56,1224.55,361.36472966
1489399200,1218,1243.24,1223.97,1243.24,430.01561566
1489406400,1235.2,1249,1243.22,1243.88,620.87930629
1489413600,1230,1246,1244.13,1244.68,878.05182483
1489420800,1231,1246,1244.65,1242.75,803.22155418
1489428000,1210,1245.98,1243.19,1239,1446.30629687
1489435200,1236.79,1248,1239,1244.83,823.88970449
1489442400,1238,1248,1245.4,1245.49,664.43891534
1489449600,1244.5,1248.75,1245.5,1248.43,554.27052723
1489456800,1246.39,1250,1248.25,1247.93,560.23188613
