time,low,high,open,close,volume
1491026400,1082.41,1098,1088.1,1098,281.49559871
1491033600,1094.51,1109.45,1098,1103.85,886.09920145
1491040800,1095.45,1110.57,1103.86,1102.5,400.44152782
1491048000,1095,1110.95,1102.05,1102,438.02598048
1491055200,1071.45,1102,1102,1084.45,1247.55331963
1491062400,1077.6,1086,1084.46,1081.84,593.52326741
1491069600,1081.25,1086.5,1081.84,1082.07,484.73316051
1491076800,1074.82,1083,1082.06,1082.16,709.73618787
1491084000,1082.1,1092,1082.12,1092,373.56936575
1491091200,1085.95,1094,1092,1090.05,391.57074315
1491098400,1081,1090.01,1090.01,1086,362.06693174
1491105600,1081.02,1087.72,1085.99,1086.76,250.11178426
1491112800,1086.64,1097.36,1087.25,1097.33,313.51766824
1491120000,1086.2,1097.36,1097.33,1088.22,230.21200503
1491127200,1085.7,1096.72,1088.21,1089.18,287.55063814
1491134400,1080,1092.61,1089.19,1089.92,509.31960099
1491141600,1086.54,1110,1089.65,1108.62,1216.34962669
1491148800,1097.75,1109.5,1108.63,1105,1303.12166318
1491156000,1102.98,1116.29,1104.36,1116.29,1257.28854092
1491163200,1106,1119,1116.41,1110.53,1027.19584078
1491170400,1106.49,1114.23,1110.53,1113.99,734.04921192
1491177600,1112.24,1155,1113.23,1138.91,2737.79909154
1491184800,1132.39,1159.18,1138.11,1158.49,1364.77279246
1491192000,1132.53,1159.95,1158.48,1144.2,1345.43091203
1491199200,1140,1147.71,1144.2,1140.01,287.07983115
1491206400,1124,1142,1140.27,1141.6,678.82213222
1491213600,1131.97,1143.5,1141.6,1141.97,405.28218751
1491220800,1131,1143.87,1141.95,1132.35,501.58869719
1491228000,1131,1143,1132.3,1142.96,748.24526599
1491235200,1137,1143.45,1142.97,1139.07,937.88048641
1491242400,1136.5,1154.29,1138.72,1154.1,1213.26794911
1491249600,1145.86,1165.18,1154.08,1157.69,1151.60295335
1491256800,1138.33,1168.72,1158.77,1152.6,1322.30631008
1491264000,1142.07,1161.45,1152.09,1143.69,970.03035171
