time,low,high,open,close,volume
1483228800,970.42,973.4,973.37,970.42,58.11304124
1483229700,969.9,971.37,970.42,970.7,38.38647656
1483230600,970.88,971.99,971.08,971.82,33.3203246
1483231500,970.27,971.82,971.82,970.27,54.88476
1483232400,970.57,972.0,970.99,971.99,44.27762296
1483233300,969.28,971.98,971.74,969.28,34.8791
1483234200,968.21,970.87,969.62,970.61,34.02210023
1483235100,970.49,971.54,970.54,970.49,35.17497822
1483236000,970.49,971.99,970.49,971.99,7.10273
1483236900,970.39,971.99,971.98,970.75,27.48801331
1483237800,969.01,971.28,970.75,969.19,31.46012566
1483238700,967.0,969.19,969.19,967.95,42.38527015
1483239600,967.8,969.47,967.83,969.23,25.8841658
1483240500,967.62,969.44,969.24,968.38,58.71873824
1483241400,967.86,968.72,968.15,968.6,19.65959026
1483242300,967.57,968.73,968.04,968.14,20.83181926
1483243200,967.25,968.62,968.17,968.1,27.22152946
1483244100,967.0,968.12,967.87,967.73,18.33869649
1483245000,966.64,967.75,967.22,967.36,12.26890037
1483245900,967.29,968.11,967.38,968.1,21.58270417
1483246800,964.37,968.1,968.1,966.01,67.56400755
1483247700,964.63,966.59,966.01,966.15,44.95977338
1483248600,964.73,966.28,966.23,966.03,38.77827954
1483249500,965.62,966.92,965.62,966.92,8.56226021
1483250400,966.0,967.0,966.92,966.82,14.106173
1483251300,965.41,966.95,966.16,966.05,24.39162728
1483252200,964.54,969.63,965.84,969.45,21.27960322
1483253100,968.13,969.6,969.35,969.45,8.76972299
1483254000,969.16,970.56,969.45,969.9,30.84323976
1483254900,968.54,970.23,969.88,969.64,18.548502
1483255800,968.89,970.22,969.37,969.95,9.0364776
1483256700,968.59,969.95,969.95,969.47,24.45399
1483257600,968.3,969.05,969.04,968.7,39.48380575
1483258500,968.54,969.49,968.71,969.49,14.56329854
1483259400,968.29,969.58,968.68,968.78,21.88195331
1483260300,968.11,969.31,968.79,969.15,13.66463
1483261200,968.6,969.34,969.16,969.34,10.5056
1483262100,969.34,969.85,969.34,969.85,4.29864328
1483263000,969.7,970.68,969.84,969.95,30.0193148
1483263900,969.93,970.62,969.93,970.38,7.79478778
1483264800,969.79,972.99,970.36,972.99,35.22648586
1483265700,972.98,972.99,972.99,972.98,13.22451463
1483266600,972.98,972.99,972.99,972.98,29.45113277
1483267500,972.98,974.99,972.99,974.99,22.33879225
1483268400,974.98,974.99,974.98,974.99,21.1671
1483269300,974.98,974.99,974.98,974.98,6.73113
1483270200,974.98,974.99,974.99,974.99,11.38591
1483271100,974.98,975.0,974.99,975.0,14.36997492
1483272000,974.99,975.0,975.0,975.0,4.59340342
1483272900,974.99,975.0,975.0,975.0,16.75358612
1483273800,974.98,975.0,975.0,974.99,13.96449
1483274700,974.01,974.99,974.98,974.56,16.68552608
1483275600,974.31,974.99,974.37,974.98,10.609917
1483276500,974.98,977.21,974.98,977.21,45.532542
1483277400,976.66,977.99,977.3,977.99,31.8520042
1483278300,977.88,977.99,977.99,977.99,36.68823173
1483279200,977.98,978.0,977.98,978.0,16.26623571
1483280100,977.58,979.26,978.0,978.48,35.90626273
1483281000,978.49,979.37,978.56,979.37,18.56371566
1483281900,979.02,979.99,979.35,979.99,30.2080222
1483282800,979.9,979.99,979.99,979.99,29.84267528
1483283700,979.01,979.99,979.99,979.63,21.51216
1483284600,979.49,979.99,979.65,979.93,32.83332779
1483285500,979.87,979.99,979.87,979.99,26.42113097
1483286400,979.81,980.62,979.98,979.81,159.461067
1483287300,977.63,980.99,979.81,980.99,65.52762657
1483288200,980.96,990.4,980.99,990.4,209.58238196
1483289100,990.39,994.97,990.4,994.79,110.64604838
1483290000,994.56,994.8,994.8,994.79,86.57815113
1483290900,994.68,994.8,994.79,994.78,51.65448392
1483291800,993.0,994.8,994.79,993.0,130.35636297
1483292700,993.0,994.79,993.01,994.42,98.00542974
1483293600,994.49,994.99,994.49,994.87,54.37050392
1483294500,994.61,995.0,994.87,994.99,60.09175256
1483295400,994.99,999.2,995.0,998.98,143.03664003
1483296300,997.07,999.68,998.98,997.12,90.06842741
1483297200,995.22,997.11,997.11,996.21,69.28280003
1483298100,994.5,996.29,996.2,995.07,89.33155074
1483299000,994.22,996.2,995.11,995.32,45.30095109
1483299900,993.7,996.0,994.81,994.92,67.74191147
1483300800,993.76,996.97,994.61,996.97,71.41604243
1483301700,996.55,999.8,996.74,999.79,74.15026517
1483302600,999.47,999.93,999.79,999.5,94.35478827
1483303500,999.26,1000.0,999.26,1000.0,66.48359894
1483304400,999.08,1000.0,1000.0,999.99,101.57066142
1483305300,998.72,1000.0,999.99,999.63,111.11150884
1483306200,999.41,999.97,999.65,999.9,52.03311505
1483307100,992.04,999.9,999.9,997.22,171.03955838
